YY影视,#genre#
科幻片：来看神奇的地球,http://43.138.170.29:35455/yy/1354930897
降服魔女的手段-泰剧,http://43.138.170.29:35455/yy/1354932405
欢乐一起看,http://43.138.170.29:35455/yy/1354930926
你不知道的黄河故事,http://43.138.170.29:35455/yy/1382745189
历年春晚小品合集,http://43.138.170.29:35455/yy/1382773716
忠烈杨家将,http://43.138.170.29:35455/yy/1382749909
小米粒Mili,http://43.138.170.29:35455/yy/1382736842
国产喜剧,http://43.138.170.29:35455/yy/1382735584
风味原产地潮汕,http://43.138.170.29:35455/yy/1382745178
雷神系列,http://43.138.170.29:35455/yy/1354932441
穿越时空的爱恋,http://43.138.170.29:35455/yy/1382735567
买车前看一看 不然血亏,http://43.138.170.29:35455/yy/1349602814
十大经典港剧之《大时代》,http://43.138.170.29:35455/yy/1354930891
战争大片,http://43.138.170.29:35455/yy/1382735556
三国演义【1994】,http://43.138.170.29:35455/yy/1354930932
深海利剑,http://43.138.170.29:35455/yy/1382736906
国外侦探电影,http://43.138.170.29:35455/yy/1382745099
谈判专家,http://43.138.170.29:35455/yy/1382735560
馋哭了！川味来袭,http://43.138.170.29:35455/yy/1382736913
欢乐集结号4,http://43.138.170.29:35455/yy/1382736889
巩汉林春晚小品合集,http://43.138.170.29:35455/yy/1354889035
热血动作电影,http://43.138.170.29:35455/yy/1382736804
珍珠港-电影,http://43.138.170.29:35455/yy/1354936234
学生兵,http://43.138.170.29:35455/yy/1354658003
高分动作大片-热血出击,http://43.138.170.29:35455/yy/1382736909
张译电视剧/电影,http://43.138.170.29:35455/yy/1355119593
战争大片,http://43.138.170.29:35455/yy/1382736819
田园生活,http://43.138.170.29:35455/yy/1382736898
快乐经典，小芸妹妹求电,http://43.138.170.29:35455/yy/1355911201
飞虎之潜行极战,http://43.138.170.29:35455/yy/1354932420
农家小菜,http://43.138.170.29:35455/yy/1382736894
来自星星的你,http://43.138.170.29:35455/yy/1354930976
高分科幻动作片,http://43.138.170.29:35455/yy/1382749948
外国科幻大片,http://43.138.170.29:35455/yy/1382747628
国内科幻片,http://43.138.170.29:35455/yy/1382745110
神厨小福贵,http://43.138.170.29:35455/yy/1382736860
动作大片,http://43.138.170.29:35455/yy/1354930887
小宝让你乐翻天：6到9集,http://43.138.170.29:35455/yy/1354930971
动物世界-领略原始野性,http://43.138.170.29:35455/yy/1382743138
欢天喜地七仙女,http://43.138.170.29:35455/yy/1382735553
国外高分大片,http://43.138.170.29:35455/yy/1382736867
缉妖法海传-国内电影,http://43.138.170.29:35455/yy/1354936203
超燃科幻大片：明日边缘,http://43.138.170.29:35455/yy/1382736835
24小时观影,http://43.138.170.29:35455/yy/32867379
金玉满堂：精彩港剧,http://43.138.170.29:35455/yy/1382736881
超英集结,http://43.138.170.29:35455/yy/1382745091
宇宙护卫队--国漫,http://43.138.170.29:35455/yy/1382736837
战火中的故事,http://43.138.170.29:35455/yy/1382735625
飓风营救,http://43.138.170.29:35455/yy/1382735547
欢乐集结号2,http://43.138.170.29:35455/yy/1354930919
小鬼当家-童年回忆,http://43.138.170.29:35455/yy/1382745104
欢乐集结号58-70,http://43.138.170.29:35455/yy/1382745119
超燃动作大片,http://43.138.170.29:35455/yy/1382749940
张国荣与周润发的兄弟情,http://43.138.170.29:35455/yy/1354930961
编辑部的故事,http://43.138.170.29:35455/yy/1354936120
倚天屠龙记,http://43.138.170.29:35455/yy/1451866697
科幻电影,http://43.138.170.29:35455/yy/1354930209
蔡明春晚小品,http://43.138.170.29:35455/yy/1354936177
动物世界,http://43.138.170.29:35455/yy/1382749889
经典二战,http://43.138.170.29:35455/yy/1354936238
喜剧闹翻天,http://43.138.170.29:35455/yy/1382735548
国产喜剧大片,http://43.138.170.29:35455/yy/1382745113
我的父亲我的兵,http://43.138.170.29:35455/yy/1353413714
野性欧洲,http://43.138.170.29:35455/yy/1354926622
古装喜剧合集，还能玩起穿越？！,http://43.138.170.29:35455/yy/1382749905
天龙八部（国语版）,http://43.138.170.29:35455/yy/1382736855
战争大片,http://43.138.170.29:35455/yy/1382736798
大汉天子S2,http://43.138.170.29:35455/yy/1382736807
地球上的地狱,http://43.138.170.29:35455/yy/1382736918
热血动作片合集,http://43.138.170.29:35455/yy/1382735627
精彩动作电影,http://43.138.170.29:35455/yy/1382736823
通天狄仁杰,http://43.138.170.29:35455/yy/1382749906
法外风云,http://43.138.170.29:35455/yy/1382736805
脑洞大开的精彩科幻片,http://43.138.170.29:35455/yy/1382736723
金星脱口秀：我敢说你敢听吗,http://43.138.170.29:35455/yy/1382735552
缺宅男女,http://43.138.170.29:35455/yy/1354930937
国内科幻片来袭,http://43.138.170.29:35455/yy/1354930821
非诚勿扰,http://43.138.170.29:35455/yy/1382745106
飞虎之雷霆极战,http://43.138.170.29:35455/yy/1382736869
国内科幻电影集合,http://43.138.170.29:35455/yy/1354936221
拆弹专家-刘德华,http://43.138.170.29:35455/yy/1382745111
大江大河-高分影视推荐,http://43.138.170.29:35455/yy/1382736806
粉红女郎,http://43.138.170.29:35455/yy/1354888671
老广的味道 第3季-美食纪录片,http://43.138.170.29:35455/yy/1382735565
非诚勿扰,http://43.138.170.29:35455/yy/1382745100
新世界,http://43.138.170.29:35455/yy/1382736850
超激烈的猎食场面,http://43.138.170.29:35455/yy/1382749898
从“地瓜嫂”到“杀猪婆”的坚强人生,http://43.138.170.29:35455/yy/1354658062
9.8分！这部纪录片封神了,http://43.138.170.29:35455/yy/1382736825
迷,http://43.138.170.29:35455/yy/1382736719
国外院线动作大片,http://43.138.170.29:35455/yy/1382735570
经典搞笑影片,http://43.138.170.29:35455/yy/1382749878
香港动作大片,http://43.138.170.29:35455/yy/1382736816
流金岁月-经典港剧,http://43.138.170.29:35455/yy/1382736891
国内动作大片,http://43.138.170.29:35455/yy/1382749917
原始人大挑战,http://43.138.170.29:35455/yy/1382736884
三个女人一个因,http://43.138.170.29:35455/yy/1382749953
外国战争大片,http://43.138.170.29:35455/yy/1382736872
致敬星爷致敬经典,http://43.138.170.29:35455/yy/1354889048
影视娱乐剧场,http://43.138.170.29:35455/yy/1354748830
红色经典影视剧-风语,http://43.138.170.29:35455/yy/1354926671
家有九凤-影视剧,http://43.138.170.29:35455/yy/1354930894
舌尖上的中国第一季,http://43.138.170.29:35455/yy/1354930952
回家的诱惑,http://43.138.170.29:35455/yy/1354658043
国产动作电影,http://43.138.170.29:35455/yy/1382736858
蓝色星球-自然-纪录片,http://43.138.170.29:35455/yy/1354930936
机械战警1-3,http://43.138.170.29:35455/yy/1382736854
国外侦探,http://43.138.170.29:35455/yy/1382736896
喜剧电影合集,http://43.138.170.29:35455/yy/1354926637
本山快乐营,http://43.138.170.29:35455/yy/1382736852
大唐双龙传,http://43.138.170.29:35455/yy/1354930979
了不起的萝莉小玲,http://43.138.170.29:35455/yy/1382736799
渴望,http://43.138.170.29:35455/yy/1354930963
《一剑开天门》,http://43.138.170.29:35455/yy/34313906
老司机带你开眼界,http://43.138.170.29:35455/yy/1349538007
小生物的故事,http://43.138.170.29:35455/yy/1382736834
欢乐颂,http://43.138.170.29:35455/yy/1382735624
憨豆先生,http://43.138.170.29:35455/yy/1354930189
萌鸡小队S1-国漫,http://43.138.170.29:35455/yy/1382736904
热播喜剧,http://43.138.170.29:35455/yy/1354936169
小小飞虎队,http://43.138.170.29:35455/yy/1382749888
魔域桃源-刘德华主演,http://43.138.170.29:35455/yy/1382749904
妖神记之黑狱篇,http://43.138.170.29:35455/yy/1382745173
【请进来观看】,http://43.138.170.29:35455/yy/37033366
娘亲舅大,http://43.138.170.29:35455/yy/1354932360
吐槽大会 第2季,http://43.138.170.29:35455/yy/1354936145
本山快乐营2,http://43.138.170.29:35455/yy/1382736718
金星脱口秀-敢说会道,http://43.138.170.29:35455/yy/1354932407
赶海新发现,http://43.138.170.29:35455/yy/1382749912
攻壳机动队,http://43.138.170.29:35455/yy/1382745089
国外动作片,http://43.138.170.29:35455/yy/1382749913
开心俱乐部,http://43.138.170.29:35455/yy/1382735541
大江大河2-高分影视推荐,http://43.138.170.29:35455/yy/1382736797
漫威超级英雄系列,http://43.138.170.29:35455/yy/1354932402
法证先锋,http://43.138.170.29:35455/yy/1354930965
银河护卫队-国外科幻巨作,http://43.138.170.29:35455/yy/1382736815
一城一味（舌尖姐妹篇）,http://43.138.170.29:35455/yy/1382745179
吾儿可教,http://43.138.170.29:35455/yy/1354932391
家族荣耀-精彩港剧,http://43.138.170.29:35455/yy/1382745103
欢迎来到爆笑剧场,http://43.138.170.29:35455/yy/1382736916
白夜追凶第一季,http://43.138.170.29:35455/yy/1354932359
宫心计-港剧-古装,http://43.138.170.29:35455/yy/1354933540
聪明的顺溜之雄鹰小子S2-国漫,http://43.138.170.29:35455/yy/1382736903
百家讲坛-之女皇武则天,http://43.138.170.29:35455/yy/1354889015
漫画解说,http://43.138.170.29:35455/yy/1382735568
缺宅男女-精彩港剧,http://43.138.170.29:35455/yy/1382745088
超乎意料的国外侦探,http://43.138.170.29:35455/yy/1382735543
大明宫词,http://43.138.170.29:35455/yy/1382745190
潘磕惺康谝患 -国产喜剧,http://43.138.170.29:35455/yy/1382741637
黄大妮-电视剧,http://43.138.170.29:35455/yy/1354930904
本山快乐营-爆笑小品,http://43.138.170.29:35455/yy/1354930948
法证先锋Ⅳ,http://43.138.170.29:35455/yy/1354932426
欢乐集结号,http://43.138.170.29:35455/yy/1382749911
史诗级战争大片,http://43.138.170.29:35455/yy/1382745092
冰冻星球-纪录片,http://43.138.170.29:35455/yy/1382736849
吐槽大会 第5季,http://43.138.170.29:35455/yy/1354889009
赵本山爆笑小品2,http://43.138.170.29:35455/yy/1354936217
金装四大才子,http://43.138.170.29:35455/yy/1354926600
什么会让你快乐,http://43.138.170.29:35455/yy/54886912
公主嫁到-电视剧,http://43.138.170.29:35455/yy/1354930957
凡人的品格-影视剧,http://43.138.170.29:35455/yy/1354936116
怪医文三块-影视剧,http://43.138.170.29:35455/yy/1354936154
顺娘-影视剧,http://43.138.170.29:35455/yy/1354930945
丁大命,http://43.138.170.29:35455/yy/1382735579
地心历险记2,http://43.138.170.29:35455/yy/1354936228
嫦娥,http://43.138.170.29:35455/yy/1354658064
大力女都奉顺-韩剧,http://43.138.170.29:35455/yy/1382735542
我比你更懂车 你偏不信,http://43.138.170.29:35455/yy/85042287
李茶的姑妈-开心麻花,http://43.138.170.29:35455/yy/1354936191
国外战争,http://43.138.170.29:35455/yy/1382735571
刺激！国外战争,http://43.138.170.29:35455/yy/1354936142
越策越开心2015,http://43.138.170.29:35455/yy/1382735559
国内侦探电影大全,http://43.138.170.29:35455/yy/1354936134
无敌解压,http://43.138.170.29:35455/yy/1382736897
国外战争,http://43.138.170.29:35455/yy/1382749918
记忆中的TVB,http://43.138.170.29:35455/yy/1382749951
寻味顺德-美食纪录片,http://43.138.170.29:35455/yy/1382736844
德鲁纳酒店-韩剧,http://43.138.170.29:35455/yy/1354931488
林正英 九叔 僵尸 鬼片,http://43.138.170.29:35455/yy/1382828957
国内战争,http://43.138.170.29:35455/yy/1354930204
绝美！航拍中国第1季,http://43.138.170.29:35455/yy/1354936136
笑傲江湖-电视剧,http://43.138.170.29:35455/yy/1354936128
守望的天空,http://43.138.170.29:35455/yy/1382736843
冲上云霄2,http://43.138.170.29:35455/yy/1354933556
守望的天空,http://43.138.170.29:35455/yy/1382736843
冲上云霄2,http://43.138.170.29:35455/yy/1354933556
男生女生向前冲,http://43.138.170.29:35455/yy/1382745122
苦乐村官,http://43.138.170.29:35455/yy/1382736864
超燃动作片,http://43.138.170.29:35455/yy/1354936199
熊仔之正义守护-国漫,http://43.138.170.29:35455/yy/1382736836
爱的迫降-韩剧,http://43.138.170.29:35455/yy/1354889042
开心麻花街,http://43.138.170.29:35455/yy/1354926643
外国爆笑喜剧,http://43.138.170.29:35455/yy/1382745093
男亲女爱-经典港剧,http://43.138.170.29:35455/yy/1382736715
美国队长史蒂夫,http://43.138.170.29:35455/yy/1382736813
王朝-自然-纪录片,http://43.138.170.29:35455/yy/1354930927
碟中谍系列-国外动作大片,http://43.138.170.29:35455/yy/1354930181
传奇之王-影视剧,http://43.138.170.29:35455/yy/1354926735
今夜百乐门,http://43.138.170.29:35455/yy/1382736912
笑傲江湖 第2季,http://43.138.170.29:35455/yy/1382736914
越策越开心23-33,http://43.138.170.29:35455/yy/1354930967
心理追凶-港剧,http://43.138.170.29:35455/yy/1354936207
觅食者-美食纪录片,http://43.138.170.29:35455/yy/1382736841
真心想让你幸福,http://43.138.170.29:35455/yy/1382736876
修牛蹄,http://43.138.170.29:35455/yy/1353413683
国外科幻片,http://43.138.170.29:35455/yy/1382735585
一起来笑吧,http://43.138.170.29:35455/yy/1454859415
苦咖啡,http://43.138.170.29:35455/yy/1382736908
尽享国内精彩战争片,http://43.138.170.29:35455/yy/1382745094
笑傲江湖 第1季,http://43.138.170.29:35455/yy/1382749896
洗地毯,http://43.138.170.29:35455/yy/1382736859
国内喜剧,http://43.138.170.29:35455/yy/1382735563
辽宁951瑶瑶姐,http://43.138.170.29:35455/yy/1355281666
喜乐街,http://43.138.170.29:35455/yy/1354936231
丈夫在外有人？真相竟然是！,http://43.138.170.29:35455/yy/1354932375
霸道总裁爱上女秘书,http://43.138.170.29:35455/yy/1354936167
经典24小时电影剧场,http://43.138.170.29:35455/yy/37880083
蜥蜴世界,http://43.138.170.29:35455/yy/1382735545
白鹿原,http://43.138.170.29:35455/yy/1451064143
大酱园,http://43.138.170.29:35455/yy/1382736824
仙女影视,http://43.138.170.29:35455/yy/1356038038
富滇风云,http://43.138.170.29:35455/yy/1382736853
王牌逗王牌-喜剧,http://43.138.170.29:35455/yy/1354658048
换子成龙-影视剧,http://43.138.170.29:35455/yy/1354932397
熊出没-国漫,http://43.138.170.29:35455/yy/1354936157
吐槽大会 第1季,http://43.138.170.29:35455/yy/1354936210
老表，你好Hea！-精彩港剧,http://43.138.170.29:35455/yy/1382736873
笑声传奇,http://43.138.170.29:35455/yy/1382736880
做你的百变少女,http://43.138.170.29:35455/yy/1355549868
溏心风暴之家好月圆,http://43.138.170.29:35455/yy/1354888747
五行只缺你,http://43.138.170.29:35455/yy/22325556
动作大片-热血开打,http://43.138.170.29:35455/yy/1354936168
跳远生命线-优质港剧,http://43.138.170.29:35455/yy/1382735566
热播国内侦探片,http://43.138.170.29:35455/yy/1382736820
功夫婆媳-影视剧,http://43.138.170.29:35455/yy/1382736883
中年计划,http://43.138.170.29:35455/yy/1354658051
李三枪-抗战影视剧,http://43.138.170.29:35455/yy/1354936122
MUFC贝影,http://43.138.170.29:35455/yy/1355659580
烧脑！国外侦探,http://43.138.170.29:35455/yy/1382735551
摔跤吧爸爸！院线大片,http://43.138.170.29:35455/yy/1382736851
正在直播,http://43.138.170.29:35455/yy/1461178025
地心历险记-科幻,http://43.138.170.29:35455/yy/1382736911
催泪战争,http://43.138.170.29:35455/yy/1382745124
机动步队,http://43.138.170.29:35455/yy/1354932371
国外喜剧电影,http://43.138.170.29:35455/yy/1354936178
国内科幻,http://43.138.170.29:35455/yy/1354936170
无罪推定,http://43.138.170.29:35455/yy/1354936208
外国战争经典,http://43.138.170.29:35455/yy/1382749890
大君-描绘爱情,http://43.138.170.29:35455/yy/1382736874
能耐大了第1季,http://43.138.170.29:35455/yy/1354930195
10年没洗的地毯,http://43.138.170.29:35455/yy/1354931585
能耐大了！德云社演技爆棚,http://43.138.170.29:35455/yy/1354930915
越策越开心12-22,http://43.138.170.29:35455/yy/1382735558
越策越开心34-45,http://43.138.170.29:35455/yy/1382736895
失忆24小时,http://43.138.170.29:35455/yy/1382741640
超解压短视频,http://43.138.170.29:35455/yy/1382744423
大家都爱看的港剧,http://43.138.170.29:35455/yy/1382736861
仙灵儿,http://43.138.170.29:35455/yy/1382736887
倚天屠龙记,http://43.138.170.29:35455/yy/1354585252
火线追凶-侦探系列电影,http://43.138.170.29:35455/yy/1382745090
国内动作电影,http://43.138.170.29:35455/yy/1382745176
闲暇观看综艺,http://43.138.170.29:35455/yy/1354932379
国内科幻电影,http://43.138.170.29:35455/yy/1354932444
梦想改造家 第1季,http://43.138.170.29:35455/yy/1382736892
冲上云霄-经典港剧,http://43.138.170.29:35455/yy/1382736833
翡翠凤凰-影视剧,http://43.138.170.29:35455/yy/1354926666
命中注定我爱你-泰剧,http://43.138.170.29:35455/yy/1354930903
